row_id,dname_drug1,dname_drug2,cell_line_name,disease_cui
1082,Vandetanib,hydroxyurea,HT29,C0338106
1083,Vandetanib,hydroxyurea,MCF7,C1134719
1084,Ruxolitinib,hydroxyurea,HT29,C0338106
1085,Ruxolitinib,hydroxyurea,MCF7,C1134719
1086,Gefitinib,hydroxyurea,MCF7,C1134719
1087,Gefitinib,hydroxyurea,HT29,C0338106
1088,5-Fluorouracil,letrozole,HT29,C0338106
1089,5-Fluorouracil,letrozole,MCF7,C1134719
1090,5-Fluorouracil,Vorinostat,HT29,C0338106
1091,5-Fluorouracil,Vorinostat,MCF7,C1134719
1092,Gefitinib,anastrozole,MCF7,C1134719
1093,Gefitinib,anastrozole,HT29,C0338106
1094,mitoxantrone,Vorinostat,MCF7,C1134719
1095,mitoxantrone,Vorinostat,A549,C0152013
1096,mitoxantrone,Vorinostat,HT29,C0338106
1097,Ruxolitinib,anastrozole,MCF7,C1134719
1098,Ruxolitinib,anastrozole,HT29,C0338106
1099,Vandetanib,anastrozole,HT29,C0338106
1100,Vandetanib,anastrozole,MCF7,C1134719
1101,Crizotinib,anastrozole,MCF7,C1134719
1102,Crizotinib,anastrozole,HT29,C0338106
1103,Vismodegib,anastrozole,HT29,C0338106
1104,Vismodegib,anastrozole,MCF7,C1134719
1105,Vemurafenib,anastrozole,HT29,C0338106
1106,Vemurafenib,anastrozole,MCF7,C1134719
1107,Lenalidomide,anastrozole,MCF7,C1134719
1108,Lenalidomide,anastrozole,HT29,C0338106
1109,Vemurafenib,raloxifene,MCF7,C1134719
1110,Vemurafenib,raloxifene,HT29,C0338106
1111,Gefitinib,Vorinostat,MCF7,C1134719
1112,Gefitinib,Vorinostat,HT29,C0338106
1113,Gefitinib,Vorinostat,A549,C0152013
1114,Vandetanib,raloxifene,HT29,C0338106
1115,Vandetanib,raloxifene,MCF7,C1134719
1116,Vismodegib,raloxifene,HT29,C0338106
1117,Vismodegib,raloxifene,MCF7,C1134719
1118,Crizotinib,raloxifene,MCF7,C1134719
1119,Crizotinib,raloxifene,HT29,C0338106
1120,Ruxolitinib,raloxifene,MCF7,C1134719
1121,Ruxolitinib,raloxifene,HT29,C0338106
1122,Lenalidomide,Vorinostat,MCF7,C1134719
1123,Lenalidomide,Vorinostat,HT29,C0338106
1124,Vemurafenib,Vorinostat,HT29,C0338106
1125,Vemurafenib,Vorinostat,A549,C0152013
1126,Vemurafenib,Vorinostat,MCF7,C1134719
1127,Ruxolitinib,Vorinostat,MCF7,C1134719
1128,Ruxolitinib,Vorinostat,HT29,C0338106
1129,Ruxolitinib,Vorinostat,A549,C0152013
1130,Vismodegib,Vorinostat,HT29,C0338106
1131,Vismodegib,Vorinostat,MCF7,C1134719
1132,Crizotinib,Vorinostat,MCF7,C1134719
1133,Crizotinib,Vorinostat,A549,C0152013
1134,Crizotinib,Vorinostat,HT29,C0338106
1135,Vandetanib,Vorinostat,HT29,C0338106
1136,Vandetanib,Vorinostat,A549,C0152013
1137,Vandetanib,Vorinostat,MCF7,C1134719
1138,Gefitinib,IMIQUIMOD,HT29,C0338106
1139,Gefitinib,IMIQUIMOD,MCF7,C1134719
1140,mitoxantrone,anastrozole,HT29,C0338106
1141,mitoxantrone,anastrozole,MCF7,C1134719
1142,Vemurafenib,IMIQUIMOD,MCF7,C1134719
1143,Vemurafenib,IMIQUIMOD,HT29,C0338106
1144,5-Fluorouracil,Ixabepilone,HT29,C0338106
1145,5-Fluorouracil,Ixabepilone,MCF7,C1134719
1146,mitoxantrone,Sunitinib,HT29,C0338106
1147,mitoxantrone,Sunitinib,A549,C0152013
1148,mitoxantrone,Sunitinib,MCF7,C1134719
1149,Lenalidomide,IMIQUIMOD,HT29,C0338106
1150,Lenalidomide,IMIQUIMOD,MCF7,C1134719
1151,mitoxantrone,5-Fluorouracil,HT29,C0338106
1152,mitoxantrone,5-Fluorouracil,MCF7,C1134719
1153,5-Fluorouracil,anastrozole,HT29,C0338106
1154,5-Fluorouracil,anastrozole,MCF7,C1134719
1155,Ruxolitinib,IMIQUIMOD,HT29,C0338106
1156,Ruxolitinib,IMIQUIMOD,MCF7,C1134719
1157,Vandetanib,Lenalidomide,HT29,C0338106
1158,Vandetanib,Lenalidomide,MCF7,C1134719
1159,Vismodegib,Lenalidomide,HT29,C0338106
1160,Vismodegib,Lenalidomide,MCF7,C1134719
1161,Crizotinib,Lenalidomide,MCF7,C1134719
1162,Crizotinib,Lenalidomide,HT29,C0338106
1163,Ruxolitinib,Lenalidomide,MCF7,C1134719
1164,Ruxolitinib,Lenalidomide,HT29,C0338106
1165,Vandetanib,IMIQUIMOD,MCF7,C1134719
1166,Vandetanib,IMIQUIMOD,HT29,C0338106
1167,Vemurafenib,Lenalidomide,HT29,C0338106
1168,Vemurafenib,Lenalidomide,MCF7,C1134719
1169,mitoxantrone,Ixabepilone,HT29,C0338106
1170,mitoxantrone,Ixabepilone,MCF7,C1134719
1171,Vismodegib,IMIQUIMOD,MCF7,C1134719
1172,Vismodegib,IMIQUIMOD,HT29,C0338106
1173,Crizotinib,IMIQUIMOD,HT29,C0338106
1174,Crizotinib,IMIQUIMOD,MCF7,C1134719
1175,Lenalidomide,5-Fluorouracil,MCF7,C1134719
1176,Lenalidomide,5-Fluorouracil,HT29,C0338106
1177,Vemurafenib,5-Fluorouracil,HT29,C0338106
1178,Vemurafenib,5-Fluorouracil,MCF7,C1134719
1179,Ruxolitinib,5-Fluorouracil,MCF7,C1134719
1180,Ruxolitinib,5-Fluorouracil,HT29,C0338106
1181,Vismodegib,5-Fluorouracil,HT29,C0338106
1182,Vismodegib,5-Fluorouracil,MCF7,C1134719
1183,Crizotinib,5-Fluorouracil,MCF7,C1134719
1184,Crizotinib,5-Fluorouracil,HT29,C0338106
1185,Vandetanib,5-Fluorouracil,HT29,C0338106
1186,Vandetanib,5-Fluorouracil,MCF7,C1134719
1187,mitoxantrone,Bortezomib,MCF7,C1134719
1188,mitoxantrone,Bortezomib,HT29,C0338106
1189,Gefitinib,5-Fluorouracil,MCF7,C1134719
1190,Gefitinib,5-Fluorouracil,HT29,C0338106
